IDDIST,NOMBDEP,NOMBPROV,NOMBDIST,NOM_CAPITAL (LEGAL),location,location_val
150901,LIMA,OYON,OYON,OYON,"{'lat': -10.6671279, 'lng': -76.7697201}",True
150902,LIMA,OYON,ANDAJES,ANDAJES,"{'lat': -10.8137612, 'lng': -76.9412601}",True
150903,LIMA,OYON,CAUJUL,CAUJUL,"{'lat': -10.8050342, 'lng': -76.9794276}",True
150904,LIMA,OYON,COCHAMARCA,COCHAMARCA,"{'lat': -10.9370959, 'lng': -77.10313359999999}",True
150905,LIMA,OYON,NAVAN,NAVAN,"{'lat': -10.8382703, 'lng': -77.0139841}",True
150906,LIMA,OYON,PACHANGARA,CHURIN,"{'lat': -10.7813762, 'lng': -76.8137088}",True
151001,LIMA,YAUYOS,YAUYOS,YAUYOS,"{'lat': -12.4600662, 'lng': -75.91801629999999}",True
151002,LIMA,YAUYOS,ALIS,ALIS,"{'lat': -12.2800422, 'lng': -75.7863836}",True
151003,LIMA,YAUYOS,ALLAUCA,ALLAUCA,"{'lat': -12.5919735, 'lng': -76.0366524}",True
151004,LIMA,YAUYOS,AYAVIRI,AYAVIRI,"{'lat': -12.38883, 'lng': -76.135468}",True
151005,LIMA,YAUYOS,AZANGARO,AZANGARO,"{'lat': -12.9992613, 'lng': -75.837054}",True
151006,LIMA,YAUYOS,CACRA,CACRA,"{'lat': -12.7235259, 'lng': -75.70225669999999}",True
151007,LIMA,YAUYOS,CARANIA,CARANIA,"{'lat': -12.3446835, 'lng': -75.8704611}",True
151008,LIMA,YAUYOS,CATAHUASI,CATAHUASI,"{'lat': -12.7995188, 'lng': -75.891902}",True
151009,LIMA,YAUYOS,CHOCOS,CHOCOS,"{'lat': -12.9039109, 'lng': -75.92309759999999}",True
151010,LIMA,YAUYOS,COCHAS,COCHAS,"{'lat': -12.296349, 'lng': -76.15736059999999}",True
151011,LIMA,YAUYOS,COLONIA,COLONIA,"{'lat': -12.4600662, 'lng': -75.91801629999999}",True
151012,LIMA,YAUYOS,HONGOS,HONGOS,"{'lat': -12.7670859, 'lng': -75.6789905}",True
151013,LIMA,YAUYOS,HUAMPARA,HUAMPARA,"{'lat': -12.3601571, 'lng': -76.1678676}",True
151014,LIMA,YAUYOS,HUANCAYA,HUANCAYA,"{'lat': -12.2037852, 'lng': -75.79891669999999}",True
151015,LIMA,YAUYOS,HUANGASCAR,HUANGASCAR,"{'lat': -12.899232, 'lng': -75.8312432}",True
151016,LIMA,YAUYOS,HUANTAN,HUANTAN,"{'lat': -12.4558405, 'lng': -75.8119935}",True
151017,LIMA,YAUYOS,HUAÑEC,HUAÑEC,"{'lat': -12.2939846, 'lng': -76.1385183}",True
151018,LIMA,YAUYOS,LARAOS,LARAOS,"{'lat': -12.3483286, 'lng': -75.7872919}",True
151019,LIMA,YAUYOS,LINCHA,LINCHA,"{'lat': -12.7994454, 'lng': -75.6664273}",True
151020,LIMA,YAUYOS,MADEAN,MADEAN,"{'lat': -12.9446615, 'lng': -75.77675599999999}",True
151021,LIMA,YAUYOS,MIRAFLORES,MIRAFLORES,"{'lat': -12.2748205, 'lng': -75.8497641}",True
151022,LIMA,YAUYOS,OMAS,OMAS,"{'lat': -12.5162209, 'lng': -76.28954510000001}",True
151023,LIMA,YAUYOS,PUTINZA,SAN LORENZO DE PUTINZA,"{'lat': -12.6676174, 'lng': -75.911483}",True
151024,LIMA,YAUYOS,QUINCHES,QUINCHES,"{'lat': -12.3081853, 'lng': -76.1428667}",True
151025,LIMA,YAUYOS,QUINOCAY,QUINOCAY,"{'lat': -12.3625094, 'lng': -76.2272716}",True
151026,LIMA,YAUYOS,SAN JOAQUIN,SAN JOAQUIN,"{'lat': -12.2849784, 'lng': -76.1468527}",True
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,SAN PEDRO DE PILAS,"{'lat': -12.4541788, 'lng': -76.2272716}",True
151028,LIMA,YAUYOS,TANTA,TANTA,"{'lat': -12.1224733, 'lng': -76.0134411}",True
151029,LIMA,YAUYOS,TAURIPAMPA,TAURIPAMPA,"{'lat': -12.6168399, 'lng': -76.1627954}",True
151030,LIMA,YAUYOS,TOMAS,TOMAS,"{'lat': -12.2369022, 'lng': -75.7455074}",True
151031,LIMA,YAUYOS,TUPE,TUPE,"{'lat': -12.7414525, 'lng': -75.80926920000002}",True
151032,LIMA,YAUYOS,VIÑAC,VIÑAC,"{'lat': -12.930823, 'lng': -75.7803892}",True
151033,LIMA,YAUYOS,VITIS,VITIS,"{'lat': -12.2251658, 'lng': -75.8076347}",True
160101,LORETO,MAYNAS,IQUITOS,IQUITOS,"{'lat': -3.7436735, 'lng': -73.25163260000001}",True
160102,LORETO,MAYNAS,ALTO NANAY,SANTA MARIA DE NANAY,"{'lat': -3.1386638, 'lng': -74.4056612}",True
160103,LORETO,MAYNAS,FERNANDO LORES,TAMSHIYACU,"{'lat': -4.289096, 'lng': -73.1821623}",True
160104,LORETO,MAYNAS,INDIANA,INDIANA,"{'lat': -3.5000136, 'lng': -73.0508582}",True
160105,LORETO,MAYNAS,LAS AMAZONAS,FRANCISCO DE ORELLANA,"{'lat': -3.4954507, 'lng': -72.61511689999999}",True
160106,LORETO,MAYNAS,MAZAN,MAZAN,"{'lat': -3.4964936, 'lng': -73.0899622}",True
160107,LORETO,MAYNAS,NAPO,SANTA CLOTILDE,"{'lat': -2.2177772, 'lng': -74.4056612}",True
160108,LORETO,MAYNAS,PUNCHANA,PUNCHANA,"{'lat': -3.5493075, 'lng': -73.4180211}",True
160110,LORETO,MAYNAS,TORRES CAUSANA,PANTOJA,"{'lat': -1.6173166, 'lng': -74.7805192}",True
160112,LORETO,MAYNAS,BELEN,BELEN,"{'lat': -3.7665519, 'lng': -73.2455741}",True
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,SAN JUAN,"{'lat': -4.1396069, 'lng': -73.55941279999999}",True
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,YURIMAGUAS,"{'lat': -5.900771700000001, 'lng': -76.1129048}",True
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,BALSAPUERTO,"{'lat': -5.8283383, 'lng': -76.56327259999999}",True
160205,LORETO,ALTO AMAZONAS,JEBEROS,JEBEROS,"{'lat': -5.293322499999999, 'lng': -76.2833474}",True
160206,LORETO,ALTO AMAZONAS,LAGUNAS,LAGUNAS,"{'lat': -4.6681951, 'lng': -75.9927652}",True
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,SANTA CRUZ,"{'lat': -5.5171885, 'lng': -75.86044460000001}",True
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,SHUCUSHUYACU,"{'lat': -6.008651299999999, 'lng': -75.8533954}",True
160301,LORETO,LORETO,NAUTA,NAUTA,"{'lat': -4.5053588, 'lng': -73.58098679999999}",True
160302,LORETO,LORETO,PARINARI,PARINARI,"{'lat': -5.044317, 'lng': -74.7805192}",True
160303,LORETO,LORETO,TIGRE,INTUTU,"{'lat': -3.383109, 'lng': -74.9483013}",True
160304,LORETO,LORETO,TROMPETEROS,VILLA TROMPETEROS,"{'lat': -3.8059498, 'lng': -75.0601556}",True
160305,LORETO,LORETO,URARINAS,CONCORDIA,"{'lat': -4.4182518, 'lng': -75.52766989999999}",True
160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,CABALLOCOCHA,"{'lat': -3.614993, 'lng': -70.90712359999999}",True
160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,PEBAS,"{'lat': -3.3195704, 'lng': -71.86009779999999}",True
160403,LORETO,MARISCAL RAMON CASTILLA,YAVARI,AMELIA /14,"{'lat': -4.3434746, 'lng': -72.1416132}",True
160404,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,SAN PABLO DE LORETO,"{'lat': -3.9370239, 'lng': -71.4774291}",True
160501,LORETO,REQUENA,REQUENA,REQUENA,"{'lat': -5.0641652, 'lng': -73.8507279}",True
160502,LORETO,REQUENA,ALTO TAPICHE,SANTA ELENA,"{'lat': -6.7482706, 'lng': -74.3118212}",True
160503,LORETO,REQUENA,CAPELO,FLOR DE PUNGA,"{'lat': -5.392529, 'lng': -74.1709702}",True
160504,LORETO,REQUENA,EMILIO SAN MARTIN,TAMANCO,"{'lat': -5.761895099999999, 'lng': -74.3118212}",True
160505,LORETO,REQUENA,MAQUIA,SANTA ISABEL,"{'lat': -6.3069102, 'lng': -74.7337069}",True
160506,LORETO,REQUENA,PUINAHUA,BRETAÑA,"{'lat': -5.614161, 'lng': -74.8741045}",True
160507,LORETO,REQUENA,SAQUENA,BAGAZAN,"{'lat': -4.6616838, 'lng': -73.5446889}",True
160508,LORETO,REQUENA,SOPLIN,NUEVA ALEJANDRIA (CURINGA),"{'lat': -6.399774400000001, 'lng': -73.7477857}",True
160509,LORETO,REQUENA,TAPICHE,IBERIA,"{'lat': -5.956399800000001, 'lng': -73.98300290000002}",True
160510,LORETO,REQUENA,JENARO HERRERA,JENARO HERRERA,"{'lat': -4.897504, 'lng': -73.7007088}",True
160511,LORETO,REQUENA,YAQUERANA,ANGAMOS,"{'lat': -5.6508762, 'lng': -73.2765361}",True
160601,LORETO,UCAYALI,CONTAMANA,CONTAMANA,"{'lat': -7.3472841, 'lng': -75.00561859999999}",True
160602,LORETO,UCAYALI,INAHUAYA,INAHUAYA,"{'lat': -7.071523099999999, 'lng': -75.294569}",True
160603,LORETO,UCAYALI,PADRE MARQUEZ,TIRUNTAN,"{'lat': -7.899606599999998, 'lng': -74.92087719999999}",True
160604,LORETO,UCAYALI,PAMPA HERMOSA,PAMPA HERMOSA,"{'lat': -7.1961329, 'lng': -75.29564049999999}",True
160605,LORETO,UCAYALI,SARAYACU,DOS DE MAYO,"{'lat': -6.446030299999999, 'lng': -75.2479061}",True
160606,LORETO,UCAYALI,VARGAS GUERRA,ORELLANA,"{'lat': -6.8985995, 'lng': -75.1078332}",True
160701,LORETO,DATEM DEL MARAÑON,BARRANCA,SAN LORENZO,"{'lat': -5.1844753, 'lng': -77.4701972}",True
160702,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,SANTA MARIA DE CAHUAPANAS,"{'lat': -5.2879729, 'lng': -76.9883881}",True
160703,LORETO,DATEM DEL MARAÑON,MANSERICHE,SARAMIRIZA,"{'lat': -4.6965417, 'lng': -77.4701972}",True
160704,LORETO,DATEM DEL MARAÑON,MORONA,PUERTO ALEGRIA,"{'lat': -3.4949428, 'lng': -77.3783789}",True
160705,LORETO,DATEM DEL MARAÑON,PASTAZA,ULLPAYACU,"{'lat': -4.357563499999999, 'lng': -76.5488232}",True
160706,LORETO,DATEM DEL MARAÑON,ANDOAS,ALIANZA CRISTIANA,"{'lat': -2.9051835, 'lng': -76.40279369999999}",True
160801,LORETO,PUTUMAYO,PUTUMAYO,SAN ANTONIO DEL ESTRECHO,"{'lat': -2.5779366, 'lng': -72.8042797}",True
160802,LORETO,PUTUMAYO,ROSA PANDURO,SANTA MERCEDES,"{'lat': -1.5345536, 'lng': -73.7477857}",True
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,SOPLIN VARGAS,"{'lat': -0.6532604, 'lng': -74.6868815}",True
160804,LORETO,PUTUMAYO,YAGUAS,REMANSO,"{'lat': -2.7778257, 'lng': -71.0022311}",True
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,PUERTO MALDONADO,"{'lat': -12.8563839, 'lng': -69.097023}",True
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,MAZUKO,"{'lat': -13.0137323, 'lng': -69.9550338}",True
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,LAS PIEDRAS (PLANCHON),"{'lat': -12.4874629, 'lng': -69.21349599999999}",True
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,PUERTO ROSARIO DE LABERINTO,"{'lat': -12.5360405, 'lng': -70.0026756}",True
170201,MADRE DE DIOS,MANU,MANU,SALVACION,"{'lat': -12.26303, 'lng': -70.9082943}",True
170202,MADRE DE DIOS,MANU,FITZCARRALD,BOCA MANU,"{'lat': -11.7375914, 'lng': -71.6673352}",True
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,BOCA COLORADO,"{'lat': -12.9076075, 'lng': -70.3625}",True
170204,MADRE DE DIOS,MANU,HUEPETUHE,HUEPETUHE,"{'lat': -13.0258926, 'lng': -70.6692655}",True
170301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,IÑAPARI,"{'lat': -10.9492286, 'lng': -69.5767704}",True
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,IBERIA,"{'lat': -11.4042828, 'lng': -69.4878891}",True
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,SAN LORENZO,"{'lat': -11.7503805, 'lng': -69.3831079}",True
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,MOQUEGUA,"{'lat': -17.1927361, 'lng': -70.93281379999999}",True
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,CARUMAS,"{'lat': -16.8114113, 'lng': -70.6935555}",True
180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,CUCHUMBAYA,"{'lat': -16.7626551, 'lng': -70.6573694}",True
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,SAMEGUA,"{'lat': -17.1830447, 'lng': -70.8967199}",True
180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,CALACOA,"{'lat': -16.739317, 'lng': -70.6822765}",True
180106,MOQUEGUA,MARISCAL NIETO,TORATA,TORATA,"{'lat': -17.0759571, 'lng': -70.8432115}",True
180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,OMATE,"{'lat': -16.6735115, 'lng': -70.97176929999999}",True
180202,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,CHOJATA,"{'lat': -16.3889213, 'lng': -70.72937139999999}",True
180203,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,COALAQUE,"{'lat': -16.6510633, 'lng': -71.0357188}",True
180204,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,ICHUÑA,"{'lat': -16.1399754, 'lng': -70.5363313}",True
180205,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,LA CAPILLA,"{'lat': -16.8385329, 'lng': -71.3349322}",True
180206,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,LLOQUE,"{'lat': -16.3037887, 'lng': -70.6930568}",True
180207,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,MATALAQUE,"{'lat': -16.4806499, 'lng': -70.82645699999999}",True
180208,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,PUQUINA,"{'lat': -16.6105826, 'lng': -71.21168750000001}",True
180209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,QUINISTAQUILLAS,"{'lat': -16.75, 'lng': -70.88333290000001}",True
180210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,UBINAS,"{'lat': -16.3880748, 'lng': -70.8551028}",True
180211,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,YUNGA,"{'lat': -16.2216107, 'lng': -70.6573694}",True
180301,MOQUEGUA,ILO,ILO,ILO,"{'lat': -17.6680839, 'lng': -71.3468091}",True
180302,MOQUEGUA,ILO,EL ALGARROBAL,EL ALGARROBAL,"{'lat': -17.6223246, 'lng': -71.2710875}",True
180303,MOQUEGUA,ILO,PACOCHA,PUEBLO NUEVO,"{'lat': -17.6142801, 'lng': -71.3369739}",True
190101,PASCO,PASCO,CHAUPIMARCA,CERRO DE PASCO,"{'lat': -10.711514, 'lng': -76.24211849999999}",True
190102,PASCO,PASCO,HUACHON,HUACHON,"{'lat': -10.6405796, 'lng': -75.949227}",True
190103,PASCO,PASCO,HUARIACA,HUARIACA,"{'lat': -10.4440152, 'lng': -76.1885171}",True
190104,PASCO,PASCO,HUAYLLAY,HUAYLLAY,"{'lat': -10.9996208, 'lng': -76.3651756}",True
190105,PASCO,PASCO,NINACACA,NINACACA,"{'lat': -10.8556054, 'lng': -76.1102499}",True
190106,PASCO,PASCO,PALLANCHACRA,PALLANCHACRA,"{'lat': -10.4152155, 'lng': -76.23560049999999}",True
190107,PASCO,PASCO,PAUCARTAMBO,PAUCARTAMBO,"{'lat': -10.7730237, 'lng': -75.811267}",True
190108,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,YARUSYACAN,"{'lat': -10.5737744, 'lng': -76.23632479999999}",True
190109,PASCO,PASCO,SIMON BOLIVAR,SAN ANTONIO DE RANCAS,"{'lat': -10.7244842, 'lng': -76.4100267}",True
190110,PASCO,PASCO,TICLACAYAN,TICLACAYAN,"{'lat': -10.5341505, 'lng': -76.1639984}",True
190111,PASCO,PASCO,TINYAHUARCO,TINYAHUARCO (SMELTER),"{'lat': -10.7508262, 'lng': -76.2594981}",True
190112,PASCO,PASCO,VICCO,VICCO,"{'lat': -10.8436946, 'lng': -76.24211849999999}",True
190113,PASCO,PASCO,YANACANCHA,YANACANCHA,"{'lat': -10.6376749, 'lng': -76.18996609999999}",True
190201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,YANAHUANCA,"{'lat': -10.4911471, 'lng': -76.5155834}",True
190202,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,CHACAYAN,"{'lat': -10.40267, 'lng': -76.424622}",True
190203,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,GOYLLARISQUIZGA,"{'lat': -10.47363, 'lng': -76.40906609999999}",True
190204,PASCO,DANIEL ALCIDES CARRION,PAUCAR,PAUCAR,"{'lat': -10.3402772, 'lng': -76.4215988}",True
190205,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,SAN PEDRO DE PILLAO,"{'lat': -10.4388098, 'lng': -76.4960691}",True
190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,SANTA ANA DE TUSI,"{'lat': -10.4751019, 'lng': -76.3541546}",True
190207,PASCO,DANIEL ALCIDES CARRION,TAPUC,TAPUC,"{'lat': -10.4551081, 'lng': -76.4599238}",True
190208,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,VILCABAMBA,"{'lat': -10.5389291, 'lng': -76.4447397}",True
190301,PASCO,OXAPAMPA,OXAPAMPA,OXAPAMPA,"{'lat': -10.5750237, 'lng': -75.40001099999999}",True
190302,PASCO,OXAPAMPA,CHONTABAMBA,CHONTABAMBA,"{'lat': -10.6025304, 'lng': -75.4375384}",True
190303,PASCO,OXAPAMPA,HUANCABAMBA,HUANCABAMBA,"{'lat': -10.4274987, 'lng': -75.5235713}",True
190304,PASCO,OXAPAMPA,PALCAZU,ISCOZACIN,"{'lat': -10.1899125, 'lng': -75.2479061}",True
190305,PASCO,OXAPAMPA,POZUZO,POZUZO,"{'lat': -10.0680289, 'lng': -75.55168789999999}",True
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,PUERTO BERMUDEZ,"{'lat': -10.2968608, 'lng': -74.9398748}",True
190307,PASCO,OXAPAMPA,VILLA RICA,VILLA RICA,"{'lat': -10.7394842, 'lng': -75.2741089}",True
190308,PASCO,OXAPAMPA,CONSTITUCION,CONSTITUCION,"{'lat': -9.8488965, 'lng': -75.016037}",True
200101,PIURA,PIURA,PIURA,PIURA,"{'lat': -5.1782884, 'lng': -80.6548882}",True
200104,PIURA,PIURA,CASTILLA,CASTILLA,"{'lat': -5.1875288, 'lng': -80.6651779}",True
200105,PIURA,PIURA,CATACAOS,CATACAOS,"{'lat': -5.189383299999999, 'lng': -80.6412697}",True
200107,PIURA,PIURA,CURA MORI,CUCUNGARA,"{'lat': -5.3254915, 'lng': -80.6632103}",True
200108,PIURA,PIURA,EL TALLAN,SINCHAO,"{'lat': -5.411732, 'lng': -80.68054550000001}",True
200109,PIURA,PIURA,LA ARENA,LA ARENA,"{'lat': -5.1894208, 'lng': -80.64346789999999}",True
200110,PIURA,PIURA,LA UNION,LA UNION,"{'lat': -5.3467954, 'lng': -80.8765205}",True
200111,PIURA,PIURA,LAS LOMAS,LAS LOMAS,"{'lat': -5.190532, 'lng': -80.64076159999999}",True
200114,PIURA,PIURA,TAMBO GRANDE,TAMBO GRANDE,"{'lat': -5.1882902, 'lng': -80.6418264}",True
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,SAN MARTIN,"{'lat': -5.1782884, 'lng': -80.6548882}",True
200201,PIURA,AYABACA,AYABACA,AYABACA,"{'lat': -4.626625199999999, 'lng': -79.7119419}",True
200202,PIURA,AYABACA,FRIAS,FRIAS,"{'lat': -4.9306933, 'lng': -79.9465508}",True
200203,PIURA,AYABACA,JILILI,JILILI,"{'lat': -4.5815614, 'lng': -79.7967817}",True
200204,PIURA,AYABACA,LAGUNAS,LAGUNAS,"{'lat': -4.7969384, 'lng': -79.8520818}",True
200205,PIURA,AYABACA,MONTERO,MONTERO,"{'lat': -4.630172099999999, 'lng': -79.8247719}",True
200206,PIURA,AYABACA,PACAIPAMPA,PACAIPAMPA,"{'lat': -4.9955235, 'lng': -79.66793679999999}",True
200207,PIURA,AYABACA,PAIMAS,PAIMAS,"{'lat': -4.6356716, 'lng': -79.9864071}",True
200208,PIURA,AYABACA,SAPILLICA,SAPILLICA,"{'lat': -4.7781788, 'lng': -79.9825631}",True
200209,PIURA,AYABACA,SICCHEZ,SICCHEZ,"{'lat': -4.5702678, 'lng': -79.7638345}",True
200210,PIURA,AYABACA,SUYO,SUYO,"{'lat': -4.5144113, 'lng': -80.00248429999999}",True
200301,PIURA,HUANCABAMBA,HUANCABAMBA,HUANCABAMBA,"{'lat': -5.238991299999999, 'lng': -79.4506989}",True
200302,PIURA,HUANCABAMBA,CANCHAQUE,CANCHAQUE,"{'lat': -5.3755675, 'lng': -79.6080967}",True
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,SAPALACHE,"{'lat': -5.0138568, 'lng': -79.33528989999999}",True
200304,PIURA,HUANCABAMBA,HUARMACA,HUARMACA,"{'lat': -5.6780132, 'lng': -79.60528839999999}",True
200305,PIURA,HUANCABAMBA,LALAQUIZ,TUNAL,"{'lat': -5.186563, 'lng': -79.68349959999999}",True
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,SAN MIGUEL DE EL FAIQUE,"{'lat': -5.4031859, 'lng': -79.6017779}",True
200307,PIURA,HUANCABAMBA,SONDOR,SONDOR,"{'lat': -5.312583, 'lng': -79.4107439}",True
200308,PIURA,HUANCABAMBA,SONDORILLO,SONDORILLO,"{'lat': -5.338314599999999, 'lng': -79.427488}",True
200401,PIURA,MORROPON,CHULUCANAS,CHULUCANAS,"{'lat': -5.093626, 'lng': -80.1596041}",True
200402,PIURA,MORROPON,BUENOS AIRES,BUENOS AIRES,"{'lat': -5.2666238, 'lng': -79.96539}",True
200403,PIURA,MORROPON,CHALACO,CHALACO,"{'lat': -5.0725485, 'lng': -79.7960523}",True
200404,PIURA,MORROPON,LA MATANZA,LA MATANZA,"{'lat': -5.2134319, 'lng': -80.08980849999999}",True
200405,PIURA,MORROPON,MORROPON,MORROPON,"{'lat': -5.190889599999999, 'lng': -79.9668308}",True
200406,PIURA,MORROPON,SALITRAL,SALITRAL,"{'lat': -5.4342881, 'lng': -79.87448359999999}",True
200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,BIGOTE,"{'lat': -5.287963899999999, 'lng': -79.7624177}",True
200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,PALTASHACO,"{'lat': -5.1356014, 'lng': -79.8856824}",True
200409,PIURA,MORROPON,SANTO DOMINGO,SANTO DOMINGO,"{'lat': -5.026434600000001, 'lng': -79.8766935}",True
200410,PIURA,MORROPON,YAMANGO,YAMANGO,"{'lat': -5.1644622, 'lng': -79.7624177}",True
200501,PIURA,PAITA,PAITA,PAITA,"{'lat': -5.0938488, 'lng': -81.0962172}",True
200502,PIURA,PAITA,AMOTAPE,AMOTAPE,"{'lat': -4.883172399999999, 'lng': -81.0154204}",True
200503,PIURA,PAITA,ARENAL,ARENAL,"{'lat': -4.8905153, 'lng': -81.0368211}",True
200504,PIURA,PAITA,COLAN,SAN LUCAS (PUEBLO NUEVO DE COLAN),"{'lat': -5.011593599999999, 'lng': -81.06166619999999}",True
200505,PIURA,PAITA,LA HUACA,LA HUACA,"{'lat': -4.9112673, 'lng': -80.9580932}",True
200506,PIURA,PAITA,TAMARINDO,TAMARINDO,"{'lat': -4.8773732, 'lng': -80.9722535}",True
200507,PIURA,PAITA,VICHAYAL,SAN FELIPE DE VICHAYAL,"{'lat': -4.8649135, 'lng': -81.07009939999999}",True
200601,PIURA,SULLANA,SULLANA,SULLANA,"{'lat': -4.903638, 'lng': -80.68643229999999}",True
200602,PIURA,SULLANA,BELLAVISTA,BELLAVISTA,"{'lat': -4.8881247, 'lng': -80.6743053}",True
200603,PIURA,SULLANA,IGNACIO ESCUDERO,SAN JACINTO,"{'lat': -4.8442379, 'lng': -80.8737685}",True
200604,PIURA,SULLANA,LANCONES,LANCONES,"{'lat': -4.6396111, 'lng': -80.5480118}",True
200605,PIURA,SULLANA,MARCAVELICA,MARCAVELICA,"{'lat': -4.868157399999999, 'lng': -80.7131255}",True
200606,PIURA,SULLANA,MIGUEL CHECA,SOJO,"{'lat': -5.0566404, 'lng': -80.7879407}",True
200607,PIURA,SULLANA,QUERECOTILLO,QUERECOTILLO,"{'lat': -4.8383044, 'lng': -80.64821529999999}",True
200608,PIURA,SULLANA,SALITRAL,SALITRAL,"{'lat': -4.861347800000001, 'lng': -80.68401209999999}",True
200701,PIURA,TALARA,PARIÑAS,TALARA,"{'lat': -4.4661409, 'lng': -81.0312989}",True
200702,PIURA,TALARA,EL ALTO,EL ALTO,"{'lat': -4.2670663, 'lng': -81.2170738}",True
200703,PIURA,TALARA,LA BREA,NEGRITOS,"{'lat': -4.712248499999999, 'lng': -81.1196075}",True
200704,PIURA,TALARA,LOBITOS,LOBITOS,"{'lat': -4.4564351, 'lng': -81.2821647}",True
200705,PIURA,TALARA,LOS ORGANOS,LOS ORGANOS,"{'lat': -4.176485899999999, 'lng': -81.1237446}",True
200706,PIURA,TALARA,MANCORA,MANCORA,"{'lat': -4.1034782, 'lng': -81.0451037}",True
200801,PIURA,SECHURA,SECHURA,SECHURA,"{'lat': -5.5622396, 'lng': -80.8187744}",True
200802,PIURA,SECHURA,BELLAVISTA DE LA UNION,BELLAVISTA,"{'lat': -5.422321999999999, 'lng': -80.7380716}",True
200803,PIURA,SECHURA,BERNAL,BERNAL,"{'lat': -5.470380899999999, 'lng': -80.7477708}",True
200804,PIURA,SECHURA,CRISTO NOS VALGA,SAN CRISTO,"{'lat': -5.5505854, 'lng': -80.6548882}",True
200805,PIURA,SECHURA,VICE,VICE,"{'lat': -5.4189153, 'lng': -80.7758642}",True
200806,PIURA,SECHURA,RINCONADA LLICUAR,DOS PUEBLOS,"{'lat': -5.484996799999999, 'lng': -80.771321}",True
210101,PUNO,PUNO,PUNO,PUNO,"{'lat': -15.8402218, 'lng': -70.0218805}",True
210102,PUNO,PUNO,ACORA,ACORA,"{'lat': -15.8402218, 'lng': -70.0218805}",True
210103,PUNO,PUNO,AMANTANI,AMANTANI,"{'lat': -15.6678838, 'lng': -69.7242292}",True
210104,PUNO,PUNO,ATUNCOLLA,ATUNCOLLA,"{'lat': -15.8420716, 'lng': -70.0321481}",True
210105,PUNO,PUNO,CAPACHICA,CAPACHICA,"{'lat': -15.67147, 'lng': -69.82400249999999}",True
210106,PUNO,PUNO,CHUCUITO,CHUCUITO,"{'lat': -15.8451813, 'lng': -70.0249132}",True
210107,PUNO,PUNO,COATA,COATA,"{'lat': -15.5704215, 'lng': -69.9489617}",True
