IDDIST,NOMBDEP,NOMBPROV,NOMBDIST,NOM_CAPITAL (LEGAL),location,location_val
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,CODO DEL POZUZO,"{'lat': -9.673406199999999, 'lng': -75.46214669999999}",True
100903,HUANUCO,PUERTO INCA,HONORIA,HONORIA,"{'lat': -8.7695621, 'lng': -74.7088325}",True
100904,HUANUCO,PUERTO INCA,TOURNAVISTA,TOURNAVISTA,"{'lat': -8.929933, 'lng': -74.70590589999999}",True
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,YUYAPICHIS,"{'lat': -9.6277897, 'lng': -74.9749415}",True
101001,HUANUCO,LAURICOCHA,JESUS,JESUS,"{'lat': -10.2336731, 'lng': -76.7567368}",True
101002,HUANUCO,LAURICOCHA,BAÑOS,BAÑOS,"{'lat': -10.075285, 'lng': -76.7350951}",True
101003,HUANUCO,LAURICOCHA,JIVIA,JIVIA,"{'lat': -10.0231658, 'lng': -76.6809744}",True
101004,HUANUCO,LAURICOCHA,QUEROPALCA,QUEROPALCA,"{'lat': -10.1830882, 'lng': -76.860565}",True
101005,HUANUCO,LAURICOCHA,RONDOS,RONDOS,"{'lat': -9.9690056, 'lng': -76.7105632}",True
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,HUARIN,"{'lat': -9.9652718, 'lng': -76.6181655}",True
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,CAURI,"{'lat': -10.10712, 'lng': -76.60127299999999}",True
101101,HUANUCO,YAROWILCA,CHAVINILLO,CHAVINILLO,"{'lat': -9.7887647, 'lng': -76.5719414}",True
101102,HUANUCO,YAROWILCA,CAHUAC,CAHUAC,"{'lat': -9.8535874, 'lng': -76.631796}",True
101103,HUANUCO,YAROWILCA,CHACABAMBA,CHACABAMBA,"{'lat': -9.905889, 'lng': -76.6354952}",True
101104,HUANUCO,YAROWILCA,APARICIO POMARES,CHUPAN,"{'lat': -9.712938099999999, 'lng': -76.583499}",True
101105,HUANUCO,YAROWILCA,JACAS CHICO,SAN CRISTOBAL DE JACAS CHICO,"{'lat': -9.862658399999999, 'lng': -76.5345268}",True
101106,HUANUCO,YAROWILCA,OBAS,OBAS,"{'lat': -9.7720261, 'lng': -76.64823229999999}",True
101107,HUANUCO,YAROWILCA,PAMPAMARCA,PAMPAMARCA,"{'lat': -9.805648399999999, 'lng': -76.7221082}",True
101108,HUANUCO,YAROWILCA,CHORAS,CHORAS,"{'lat': -9.9301545, 'lng': -76.5603828}",True
110101,ICA,ICA,ICA,ICA,"{'lat': -14.07546, 'lng': -75.7341811}",True
110102,ICA,ICA,LA TINGUIÑA,LA TINGUIÑA,"{'lat': -14.0393995, 'lng': -75.7051647}",True
110103,ICA,ICA,LOS AQUIJES,LOS AQUIJES,"{'lat': -14.0993396, 'lng': -75.6891699}",True
110104,ICA,ICA,OCUCAJE,OCUCAJE,"{'lat': -14.3562, 'lng': -75.6769489}",True
110105,ICA,ICA,PACHACUTEC,PAMPA DE TATE,"{'lat': -14.1533566, 'lng': -75.6920782}",True
110106,ICA,ICA,PARCONA,PARCONA,"{'lat': -14.0541843, 'lng': -75.6999842}",True
110107,ICA,ICA,PUEBLO NUEVO,PUEBLO NUEVO,"{'lat': -14.1296017, 'lng': -75.707022}",True
110108,ICA,ICA,SALAS,GUADALUPE,"{'lat': -14.0677285, 'lng': -75.73700509999999}",True
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,SAN JOSE DE LOS MOLINOS,"{'lat': -13.9339005, 'lng': -75.6688104}",True
110110,ICA,ICA,SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,"{'lat': -14.0122426, 'lng': -75.73642219999999}",True
110111,ICA,ICA,SANTIAGO,SANTIAGO,"{'lat': -14.1761113, 'lng': -75.71679619999999}",True
110112,ICA,ICA,SUBTANJALLA,SUBTANJALLA,"{'lat': -14.07546, 'lng': -75.7341811}",True
110113,ICA,ICA,TATE,TATE DE LA CAPILLA,"{'lat': -14.1571149, 'lng': -75.701077}",True
110114,ICA,ICA,YAUCA DEL ROSARIO,CURIS /9,"{'lat': -14.1164067, 'lng': -75.4344727}",True
110201,ICA,CHINCHA,CHINCHA ALTA,CHINCHA ALTA,"{'lat': -13.42553, 'lng': -76.13671099999999}",True
110202,ICA,CHINCHA,ALTO LARAN,ALTO LARAN,"{'lat': -13.4392549, 'lng': -76.0827008}",True
110203,ICA,CHINCHA,CHAVIN,CHAVIN,"{'lat': -13.42553, 'lng': -76.13671099999999}",True
110204,ICA,CHINCHA,CHINCHA BAJA,CHINCHA BAJA,"{'lat': -13.4919595, 'lng': -76.16678069999999}",True
110205,ICA,CHINCHA,EL CARMEN,EL CARMEN,"{'lat': -13.4985676, 'lng': -76.0580469}",True
110206,ICA,CHINCHA,GROCIO PRADO,SAN PEDRO,"{'lat': -13.3577348, 'lng': -76.18996609999999}",True
110207,ICA,CHINCHA,PUEBLO NUEVO,PUEBLO NUEVO,"{'lat': -13.3193912, 'lng': -76.1088001}",True
110208,ICA,CHINCHA,SAN JUAN DE YANAC,SAN JUAN DE YANAC,"{'lat': -13.2136775, 'lng': -75.8301537}",True
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,SAN PEDRO DE HUACARPANA,"{'lat': -13.1210331, 'lng': -75.78365889999999}",True
110210,ICA,CHINCHA,SUNAMPE,SUNAMPE,"{'lat': -13.4273624, 'lng': -76.1637215}",True
110211,ICA,CHINCHA,TAMBO DE MORA,TAMBO DE MORA,"{'lat': -13.4733198, 'lng': -76.18706809999999}",True
110301,ICA,NASCA,NASCA,NASCA,"{'lat': -14.8358687, 'lng': -74.9327583}",True
110302,ICA,NASCA,CHANGUILLO,CHANGUILLO,"{'lat': -14.67278, 'lng': -75.225304}",True
110303,ICA,NASCA,EL INGENIO,EL INGENIO,"{'lat': -14.6452313, 'lng': -75.0597997}",True
110304,ICA,NASCA,MARCONA,SAN JUAN,"{'lat': -15.3439659, 'lng': -75.0844757}",True
110305,ICA,NASCA,VISTA ALEGRE,VISTA ALEGRE,"{'lat': -14.8478001, 'lng': -74.9427223}",True
110401,ICA,PALPA,PALPA,PALPA,"{'lat': -14.5340655, 'lng': -75.1808035}",True
110402,ICA,PALPA,LLIPATA,LLIPATA,"{'lat': -14.5764378, 'lng': -75.17788530000001}",True
110403,ICA,PALPA,RIO GRANDE,RIO GRANDE,"{'lat': -14.5205297, 'lng': -75.2019585}",True
110404,ICA,PALPA,SANTA CRUZ,SANTA CRUZ,"{'lat': -14.50873, 'lng': -75.245148}",True
110405,ICA,PALPA,TIBILLO,TIBILLO,"{'lat': -14.1683912, 'lng': -75.17788530000001}",True
110501,ICA,PISCO,PISCO,PISCO,"{'lat': -13.7134562, 'lng': -76.1841701}",True
110502,ICA,PISCO,HUANCANO,HUANCANO,"{'lat': -13.6010995, 'lng': -75.6165422}",True
110503,ICA,PISCO,HUMAY,HUMAY,"{'lat': -13.7232514, 'lng': -75.88741089999999}",True
110504,ICA,PISCO,INDEPENDENCIA,INDEPENDENCIA,"{'lat': -13.6936937, 'lng': -76.0281005}",True
110505,ICA,PISCO,PARACAS,PARACAS,"{'lat': -13.8409149, 'lng': -76.2508304}",True
110506,ICA,PISCO,SAN ANDRES,SAN ANDRES,"{'lat': -13.7310715, 'lng': -76.22039079999999}",True
110507,ICA,PISCO,SAN CLEMENTE,SAN CLEMENTE,"{'lat': -13.6808577, 'lng': -76.1580852}",True
110508,ICA,PISCO,TUPAC AMARU INCA,TUPAC AMARU,"{'lat': -13.7154943, 'lng': -76.1203982}",True
120101,JUNIN,HUANCAYO,HUANCAYO,HUANCAYO,"{'lat': -12.0686357, 'lng': -75.21029759999999}",True
120104,JUNIN,HUANCAYO,CARHUACALLANGA,CARHUACALLANGA,"{'lat': -12.355334, 'lng': -75.2070644}",True
120105,JUNIN,HUANCAYO,CHACAPAMPA,CHACAPAMPA,"{'lat': -12.4307451, 'lng': -75.2595731}",True
120106,JUNIN,HUANCAYO,CHICCHE,CHICCHE,"{'lat': -12.296904, 'lng': -75.2595731}",True
120107,JUNIN,HUANCAYO,CHILCA,CHILCA,"{'lat': -12.0867949, 'lng': -75.1837216}",True
120108,JUNIN,HUANCAYO,CHONGOS ALTO,CHONGOS ALTO,"{'lat': -12.4540764, 'lng': -75.4810786}",True
120111,JUNIN,HUANCAYO,CHUPURO,CHUPURO,"{'lat': -12.2123851, 'lng': -75.2420722}",True
120112,JUNIN,HUANCAYO,COLCA,COLCA,"{'lat': -12.3174672, 'lng': -75.22298630000002}",True
120113,JUNIN,HUANCAYO,CULLHUAS,CULLHUAS,"{'lat': -12.2323142, 'lng': -75.1575929}",True
120114,JUNIN,HUANCAYO,EL TAMBO,EL TAMBO,"{'lat': -12.0579479, 'lng': -75.2158171}",True
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,HUACRAPUQUIO,"{'lat': -12.1829593, 'lng': -75.2128996}",True
120117,JUNIN,HUANCAYO,HUALHUAS,HUALHUAS,"{'lat': -11.9720885, 'lng': -75.2535674}",True
120119,JUNIN,HUANCAYO,HUANCAN,HUANCAN,"{'lat': -12.1076823, 'lng': -75.20998209999999}",True
120120,JUNIN,HUANCAYO,HUASICANCHA,HUASICANCHA,"{'lat': -12.3322997, 'lng': -75.2823907}",True
120121,JUNIN,HUANCAYO,HUAYUCACHI,HUAYUCACHI,"{'lat': -12.1393402, 'lng': -75.2234775}",True
120122,JUNIN,HUANCAYO,INGENIO,INGENIO,"{'lat': -11.8901631, 'lng': -75.2665}",True
120124,JUNIN,HUANCAYO,PARIAHUANCA,PARIAHUANCA /10,"{'lat': -11.97884, 'lng': -74.936272}",True
120125,JUNIN,HUANCAYO,PILCOMAYO,PILCOMAYO,"{'lat': -12.0442537, 'lng': -75.2535192}",True
120126,JUNIN,HUANCAYO,PUCARA,PUCARA,"{'lat': -12.1870638, 'lng': -75.0844757}",True
120127,JUNIN,HUANCAYO,QUICHUAY,QUICHUAY,"{'lat': -11.8887963, 'lng': -75.2865498}",True
120128,JUNIN,HUANCAYO,QUILCAS,QUILCAS,"{'lat': -11.9400813, 'lng': -75.258844}",True
120129,JUNIN,HUANCAYO,SAN AGUSTIN,SAN AGUSTIN,"{'lat': -11.9959765, 'lng': -75.2453951}",True
120130,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,SAN JERONIMO DE TUNAN,"{'lat': -11.9564299, 'lng': -75.28362299999999}",True
120132,JUNIN,HUANCAYO,SAÑO,SAÑO,"{'lat': -11.9595235, 'lng': -75.258844}",True
120133,JUNIN,HUANCAYO,SAPALLANGA,SAPALLANGA,"{'lat': -12.1006244, 'lng': -75.1311874}",True
120134,JUNIN,HUANCAYO,SICAYA,SICAYA,"{'lat': -12.0145927, 'lng': -75.2799541}",True
120135,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,SANTO DOMINGO DE ACOBAMBA,"{'lat': -11.80203, 'lng': -74.778511}",True
120136,JUNIN,HUANCAYO,VIQUES,VIQUES,"{'lat': -12.1594159, 'lng': -75.23230439999999}",True
120201,JUNIN,CONCEPCION,CONCEPCION,CONCEPCION,"{'lat': -11.9187621, 'lng': -75.3149796}",True
120202,JUNIN,CONCEPCION,ACO,ACO,"{'lat': -11.9589659, 'lng': -75.3659943}",True
120203,JUNIN,CONCEPCION,ANDAMARCA,ANDAMARCA,"{'lat': -11.73691, 'lng': -74.825752}",True
120204,JUNIN,CONCEPCION,CHAMBARA,CHAMBARA,"{'lat': -12.0271668, 'lng': -75.3743736}",True
120205,JUNIN,CONCEPCION,COCHAS,COCHAS,"{'lat': -11.6241531, 'lng': -75.14286320000001}",True
120206,JUNIN,CONCEPCION,COMAS,COMAS,"{'lat': -11.722374, 'lng': -75.0826507}",True
120207,JUNIN,CONCEPCION,HEROINAS TOLEDO,SAN ANTONIO DE OCOPA,"{'lat': -11.8362581, 'lng': -75.2770721}",True
120208,JUNIN,CONCEPCION,MANZANARES,SAN MIGUEL,"{'lat': -12.0203438, 'lng': -75.34413289999999}",True
120209,JUNIN,CONCEPCION,MARISCAL CASTILLA,MUCLLO,"{'lat': -11.5786662, 'lng': -75.11951069999999}",True
120210,JUNIN,CONCEPCION,MATAHUASI,MATAHUASI,"{'lat': -11.8920309, 'lng': -75.3477767}",True
120211,JUNIN,CONCEPCION,MITO,MITO,"{'lat': -11.9373954, 'lng': -75.33903149999999}",True
120212,JUNIN,CONCEPCION,NUEVE DE JULIO,SANTO DOMINGO DEL PRADO,"{'lat': -11.890994, 'lng': -75.3149796}",True
120213,JUNIN,CONCEPCION,ORCOTUNA,ORCOTUNA,"{'lat': -11.9684535, 'lng': -75.30914829999999}",True
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,SAN JOSE DE QUERO,"{'lat': -12.0859946, 'lng': -75.5367845}",True
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,SANTA ROSA,"{'lat': -11.8773455, 'lng': -75.293111}",True
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,LA MERCED,"{'lat': -11.1215276, 'lng': -75.3587075}",True
120302,JUNIN,CHANCHAMAYO,PERENE,PERENE,"{'lat': -10.9513802, 'lng': -75.2289452}",True
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,BAJO PICHANAQUI,"{'lat': -10.9265815, 'lng': -74.8745545}",True
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,SAN LUIS DE SHUARO,"{'lat': -10.888419, 'lng': -75.290195}",True
120305,JUNIN,CHANCHAMAYO,SAN RAMON,SAN RAMON,"{'lat': -11.1215276, 'lng': -75.3587075}",True
120306,JUNIN,CHANCHAMAYO,VITOC,PUCARA,"{'lat': -11.2085735, 'lng': -75.3353875}",True
120401,JUNIN,JAUJA,JAUJA,JAUJA,"{'lat': -11.7806236, 'lng': -75.4869033}",True
120402,JUNIN,JAUJA,ACOLLA,ACOLLA,"{'lat': -11.6470075, 'lng': -75.58588859999999}",True
120403,JUNIN,JAUJA,APATA,APATA,"{'lat': -11.8542782, 'lng': -75.3557927}",True
120404,JUNIN,JAUJA,ATAURA,ATAURA,"{'lat': -11.8024518, 'lng': -75.439571}",True
120405,JUNIN,JAUJA,CANCHAYLLO,CANCHAYLLO,"{'lat': -11.8021638, 'lng': -75.7177568}",True
120406,JUNIN,JAUJA,CURICACA,EL ROSARIO,"{'lat': -11.762727, 'lng': -75.6789905}",True
120407,JUNIN,JAUJA,EL MANTARO,PUCUCHO,"{'lat': -11.8201806, 'lng': -75.3936808}",True
120408,JUNIN,JAUJA,HUAMALI,HUAMALI,"{'lat': -11.8073201, 'lng': -75.4264609}",True
120409,JUNIN,JAUJA,HUARIPAMPA,HUARIPAMPA,"{'lat': -11.8090872, 'lng': -75.4737974}",True
120410,JUNIN,JAUJA,HUERTAS,HUERTAS,"{'lat': -11.7659957, 'lng': -75.4723411}",True
120411,JUNIN,JAUJA,JANJAILLO,JANJAILLO /11,"{'lat': -11.7603519, 'lng': -75.632447}",True
120412,JUNIN,JAUJA,JULCAN,JULCAN,"{'lat': -11.7607554, 'lng': -75.4381143}",True
120413,JUNIN,JAUJA,LEONOR ORDOÑEZ,HUANCANI,"{'lat': -11.8664265, 'lng': -75.428646}",True
120414,JUNIN,JAUJA,LLOCLLAPAMPA,LLOCLLAPAMPA,"{'lat': -11.8492253, 'lng': -75.632447}",True
120415,JUNIN,JAUJA,MARCO,MARCO,"{'lat': -11.7386611, 'lng': -75.5611485}",True
120416,JUNIN,JAUJA,MASMA,MASMA,"{'lat': -11.7843129, 'lng': -75.42427579999999}",True
120417,JUNIN,JAUJA,MASMA CHICCHE,MASMA CHICCHE,"{'lat': -11.7739623, 'lng': -75.3587075}",True
120418,JUNIN,JAUJA,MOLINOS,MOLINOS,"{'lat': -11.7382104, 'lng': -75.44466899999999}",True
120419,JUNIN,JAUJA,MONOBAMBA,MONOBAMBA,"{'lat': -11.3625301, 'lng': -75.3237262}",True
120420,JUNIN,JAUJA,MUQUI,MUQUI,"{'lat': -11.8337166, 'lng': -75.44029929999999}",True
120421,JUNIN,JAUJA,MUQUIYAUYO,MUQUIYAUYO,"{'lat': -11.8163553, 'lng': -75.45340809999999}",True
120422,JUNIN,JAUJA,PACA,PACA,"{'lat': -11.7126152, 'lng': -75.5131117}",True
120423,JUNIN,JAUJA,PACCHA,PACCHA,"{'lat': -11.8532073, 'lng': -75.508016}",True
120424,JUNIN,JAUJA,PANCAN,PANCAN,"{'lat': -11.748639, 'lng': -75.4854472}",True
120425,JUNIN,JAUJA,PARCO,PARCO,"{'lat': -11.8221988, 'lng': -75.5393155}",True
120426,JUNIN,JAUJA,POMACANCHA,POMACANCHA,"{'lat': -11.7387595, 'lng': -75.6240821}",True
120427,JUNIN,JAUJA,RICRAN,RICRAN,"{'lat': -11.5850636, 'lng': -75.45777749999999}",True
120428,JUNIN,JAUJA,SAN LORENZO,SAN LORENZO,"{'lat': -11.8460153, 'lng': -75.3834811}",True
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,SAN PEDRO DE CHUNAN,"{'lat': -11.7265971, 'lng': -75.4883595}",True
120430,JUNIN,JAUJA,SAUSA,SAUSA,"{'lat': -11.7917249, 'lng': -75.4869033}",True
120431,JUNIN,JAUJA,SINCOS,SINCOS,"{'lat': -11.8913253, 'lng': -75.38712389999999}",True
120432,JUNIN,JAUJA,TUNAN MARCA,CONCHO,"{'lat': -11.7194156, 'lng': -75.5917092}",True
120433,JUNIN,JAUJA,YAULI,YAULI,"{'lat': -11.7147532, 'lng': -75.4737974}",True
120434,JUNIN,JAUJA,YAUYOS,YAUYOS,"{'lat': -11.7929303, 'lng': -75.5101999}",True
120501,JUNIN,JUNIN,JUNIN,JUNIN,"{'lat': -11.1581925, 'lng': -75.9926306}",True
120502,JUNIN,JUNIN,CARHUAMAYO,CARHUAMAYO,"{'lat': -10.921682, 'lng': -76.0609053}",True
120503,JUNIN,JUNIN,ONDORES,ONDORES,"{'lat': -11.0841594, 'lng': -76.1473142}",True
120504,JUNIN,JUNIN,ULCUMAYO,ULCUMAYO,"{'lat': -10.9688336, 'lng': -75.8780855}",True
120601,JUNIN,SATIPO,SATIPO,SATIPO,"{'lat': -11.252678, 'lng': -74.6371154}",True
120602,JUNIN,SATIPO,COVIRIALI,COVIRIALI,"{'lat': -11.322883, 'lng': -74.66346399999999}",True
120603,JUNIN,SATIPO,LLAYLLA,LLAYLLA,"{'lat': -11.4551568, 'lng': -74.66346399999999}",True
120604,JUNIN,SATIPO,MAZAMARI,MAZAMARI,"{'lat': -11.3322542, 'lng': -74.528751}",True
120605,JUNIN,SATIPO,PAMPA HERMOSA,MARIPOSA,"{'lat': -11.4417838, 'lng': -74.8273184}",True
120606,JUNIN,SATIPO,PANGOA,SAN MARTIN DE PANGOA,"{'lat': -11.8998089, 'lng': -74.3118212}",True
120607,JUNIN,SATIPO,RIO NEGRO,RIO NEGRO,"{'lat': -11.2084381, 'lng': -74.65907279999999}",True
120608,JUNIN,SATIPO,RIO TAMBO,PUERTO OCOPA,"{'lat': -11.514752, 'lng': -73.7477857}",True
120609,JUNIN,SATIPO,VIZCATAN DEL ENE,SAN MIGUEL DEL ENE,"{'lat': -12.1810582, 'lng': -74.1944529}",True
120701,JUNIN,TARMA,TARMA,TARMA,"{'lat': -11.4193347, 'lng': -75.68894929999999}",True
120702,JUNIN,TARMA,ACOBAMBA,ACOBAMBA,"{'lat': -11.3530832, 'lng': -75.660084}",True
120703,JUNIN,TARMA,HUARICOLCA,HUARICOLCA,"{'lat': -11.5090653, 'lng': -75.65281159999999}",True
120704,JUNIN,TARMA,HUASAHUASI,HUASAHUASI,"{'lat': -11.2648012, 'lng': -75.6491753}",True
120705,JUNIN,TARMA,LA UNION,LETICIA,"{'lat': -11.3484088, 'lng': -75.8185314}",True
120706,JUNIN,TARMA,PALCA,PALCA,"{'lat': -11.3442564, 'lng': -75.56551470000001}",True
120707,JUNIN,TARMA,PALCAMAYO,PALCAMAYO,"{'lat': -11.2957096, 'lng': -75.77275949999999}",True
120708,JUNIN,TARMA,SAN PEDRO DE CAJAS,SAN PEDRO DE CAJAS,"{'lat': -11.2493815, 'lng': -75.8577528}",True
120709,JUNIN,TARMA,TAPO,TAPO,"{'lat': -11.3901242, 'lng': -75.5636954}",True
120801,JUNIN,YAULI,LA OROYA,LA OROYA,"{'lat': -11.5254018, 'lng': -75.89841539999999}",True
120802,JUNIN,YAULI,CHACAPALPA,CHACAPALPA,"{'lat': -11.72447, 'lng': -75.773888}",True
120803,JUNIN,YAULI,HUAY-HUAY,HUAY-HUAY,"{'lat': -11.7873616, 'lng': -75.9363089}",True
120804,JUNIN,YAULI,MARCAPOMACOCHA,MARCAPOMACOCHA,"{'lat': -11.4070685, 'lng': -76.3356309}",True
120805,JUNIN,YAULI,MOROCOCHA,NUEVA MOROCOCHA,"{'lat': -11.598508, 'lng': -76.1404714}",True
120806,JUNIN,YAULI,PACCHA,PACCHA,"{'lat': -11.55, 'lng': -74.583333}",True
120807,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,SANTA BARBARA DE CARHUACAYAN,"{'lat': -11.202729, 'lng': -76.2855998}",True
120808,JUNIN,YAULI,SANTA ROSA DE SACCO,SANTA ROSA DE SACCO,"{'lat': -11.5558074, 'lng': -75.9811564}",True
120809,JUNIN,YAULI,SUITUCANCHA,SUITUCANCHA,"{'lat': -11.8329955, 'lng': -75.96954649999999}",True
120810,JUNIN,YAULI,YAULI,YAULI,"{'lat': -11.6807308, 'lng': -76.0943011}",True
120901,JUNIN,CHUPACA,CHUPACA,CHUPACA,"{'lat': -12.0561522, 'lng': -75.2858208}",True
120902,JUNIN,CHUPACA,AHUAC,AHUAC,"{'lat': -12.0792124, 'lng': -75.35287790000001}",True
120903,JUNIN,CHUPACA,CHONGOS BAJO,CHONGOS BAJO,"{'lat': -12.1330922, 'lng': -75.26832279999999}",True
120904,JUNIN,CHUPACA,HUACHAC,HUACHAC,"{'lat': -12.0242547, 'lng': -75.3448021}",True
120905,JUNIN,CHUPACA,HUAMANCACA CHICO,HUAMANCACA CHICO,"{'lat': -12.0794542, 'lng': -75.2537397}",True
120906,JUNIN,CHUPACA,SAN JUAN DE ISCOS,ISCOS,"{'lat': -12.1003084, 'lng': -75.292382}",True
120907,JUNIN,CHUPACA,SAN JUAN DE JARPA,JARPA,"{'lat': -12.1199024, 'lng': -75.437386}",True
120908,JUNIN,CHUPACA,TRES DE DICIEMBRE,TRES DE DICIEMBRE,"{'lat': -12.1121996, 'lng': -75.2420722}",True
120909,JUNIN,CHUPACA,YANACANCHA,YANACANCHA,"{'lat': -12.2014378, 'lng': -75.3873394}",True
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,TRUJILLO,"{'lat': -8.106042799999999, 'lng': -79.0329727}",True
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,EL PORVENIR,"{'lat': -8.0559028, 'lng': -78.9910352}",True
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,FLORENCIA DE MORA,"{'lat': -8.0809149, 'lng': -79.02212569999999}",True
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHACO,"{'lat': -8.0884404, 'lng': -79.08727879999999}",True
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LA ESPERANZA,"{'lat': -8.0647013, 'lng': -79.0614895}",True
130106,LA LIBERTAD,TRUJILLO,LAREDO,LAREDO,"{'lat': -8.0819939, 'lng': -78.9627624}",True
130107,LA LIBERTAD,TRUJILLO,MOCHE,MOCHE,"{'lat': -8.167842799999999, 'lng': -79.0063155}",True
130108,LA LIBERTAD,TRUJILLO,POROTO,POROTO,"{'lat': -8.0445184, 'lng': -78.77028949999999}",True
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,SALAVERRY,"{'lat': -8.2141205, 'lng': -78.97689989999999}",True
130110,LA LIBERTAD,TRUJILLO,SIMBAL,SIMBAL,"{'lat': -7.976638100000001, 'lng': -78.8134873}",True
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,BUENOS AIRES,"{'lat': -8.133917799999999, 'lng': -79.046992}",True
130201,LA LIBERTAD,ASCOPE,ASCOPE,ASCOPE,"{'lat': -7.7146867, 'lng': -79.10713439999999}",True
130202,LA LIBERTAD,ASCOPE,CHICAMA,CHICAMA,"{'lat': -7.847994799999999, 'lng': -79.1407421}",True
130203,LA LIBERTAD,ASCOPE,CHOCOPE,CHOCOPE,"{'lat': -7.7911198, 'lng': -79.2197376}",True
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,MAGDALENA DE CAO,"{'lat': -7.877418199999999, 'lng': -79.2944402}",True
130205,LA LIBERTAD,ASCOPE,PAIJAN,PAIJAN,"{'lat': -7.734248399999998, 'lng': -79.29866679999999}",True
130206,LA LIBERTAD,ASCOPE,RAZURI,PUERTO DE MALABRIGO,"{'lat': -7.675335899999999, 'lng': -79.4028639}",True
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,SANTIAGO DE CAO,"{'lat': -7.9551186, 'lng': -79.23947609999999}",True
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,CASA GRANDE,"{'lat': -7.7439171, 'lng': -79.1880577}",True
130301,LA LIBERTAD,BOLIVAR,BOLIVAR,BOLIVAR,"{'lat': -7.1492232, 'lng': -77.7065754}",True
130302,LA LIBERTAD,BOLIVAR,BAMBAMARCA,BAMBAMARCA,"{'lat': -7.4592357, 'lng': -77.67651839999999}",True
130303,LA LIBERTAD,BOLIVAR,CONDORMARCA,CONDORMARCA /12,"{'lat': -7.5420256, 'lng': -77.5880595}",True
130304,LA LIBERTAD,BOLIVAR,LONGOTEA,LONGOTEA,"{'lat': -7.043508, 'lng': -77.873172}",True
130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,UCHUMARCA,"{'lat': -7.0482989, 'lng': -77.8045618}",True
130306,LA LIBERTAD,BOLIVAR,UCUNCHA,UCUNCHA,"{'lat': -7.1658799, 'lng': -77.8603108}",True
130401,LA LIBERTAD,CHEPEN,CHEPEN,CHEPEN,"{'lat': -7.2271893, 'lng': -79.42882569999999}",True
130402,LA LIBERTAD,CHEPEN,PACANGA,PACANGA,"{'lat': -7.1737343, 'lng': -79.4844499}",True
130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,PUEBLO NUEVO,"{'lat': -7.210516, 'lng': -79.582819}",True
130501,LA LIBERTAD,JULCAN,JULCAN,JULCAN,"{'lat': -8.0435356, 'lng': -78.4863068}",True
130502,LA LIBERTAD,JULCAN,CALAMARCA,CALAMARCA,"{'lat': -8.1705968, 'lng': -78.4105275}",True
130503,LA LIBERTAD,JULCAN,CARABAMBA,CARABAMBA,"{'lat': -8.1120793, 'lng': -78.6069417}",True
130504,LA LIBERTAD,JULCAN,HUASO,HUASO,"{'lat': -8.250394, 'lng': -78.4524591}",True
130601,LA LIBERTAD,OTUZCO,OTUZCO,OTUZCO,"{'lat': -7.903535900000001, 'lng': -78.5646656}",True
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,AGALLPAMPA,"{'lat': -7.9823215, 'lng': -78.5457801}",True
130604,LA LIBERTAD,OTUZCO,CHARAT,CHARAT,"{'lat': -7.823898100000001, 'lng': -78.4477213}",True
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,HUARANCHAL,"{'lat': -7.689794399999999, 'lng': -78.4418001}",True
130606,LA LIBERTAD,OTUZCO,LA CUESTA,LA CUESTA,"{'lat': -7.9185697, 'lng': -78.7054043}",True
130608,LA LIBERTAD,OTUZCO,MACHE,MACHE,"{'lat': -8.0305818, 'lng': -78.5341407}",True
